# source: http://www.bco-dmo.org/dataset-deployment/453044
#  version: 06April2010 
#  PI: Minnett 
#  Radiosonde profiles of atmospheric temperature, humidity, wind speed and direction
# 
Filename    date_UTC  time_UTC  lat     lon     Hmax   Pmin   N     Id         Time_Min  Time_Sec  Height  Pressure  Temperature  RH  Dewp  PotTem  VapP  MixR  Dir  Speed  
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   19        50        4327    592.5     -9.7         81  -12.3  306.2   2.4   2.5   307  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   19        52        4330    592.2     -9.7         81  -12.3  306.2   2.4   2.5   307  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   19        54        4336    591.7     -9.7         81  -12.3  306.3   2.4   2.5   307  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   19        56        4340    591.4     -9.8         80  -12.6  306.2   2.3   2.5   307  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   19        58        4345    591.0     -9.8         78  -12.9  306.3   2.3   2.4   307  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        0         4351    590.6     -9.8         77  -13.1  306.4   2.2   2.4   307  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        2         4357    590.1     -9.9         76  -13.3  306.3   2.2   2.3   307  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        4         4362    589.7     -9.9         76  -13.3  306.4   2.2   2.3   307  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        6         4368    589.3     -9.9         76  -13.3  306.4   2.2   2.3   307  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        8         4374    588.9     -10.0        75  -13.6  306.4   2.1   2.3   307  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        10        4377    588.6     -10.0        75  -13.6  306.4   2.1   2.3   306  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        12        4381    588.3     -10.0        75  -13.6  306.5   2.1   2.3   306  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        14        4389    587.7     -10.0        74  -13.8  306.6   2.1   2.2   306  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        16        4394    587.3     -10.1        73  -14.0  306.5   2.1   2.2   305  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        18        4400    586.8     -10.1        72  -14.2  306.6   2.0   2.2   305  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        20        4408    586.3     -10.0        71  -14.3  306.8   2.0   2.2   305  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        22        4413    585.8     -10.1        71  -14.4  306.7   2.0   2.2   304  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        24        4419    585.4     -10.1        71  -14.4  306.8   2.0   2.2   304  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        26        4424    585.0     -10.2        71  -14.5  306.7   2.0   2.1   303  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        28        4430    584.6     -10.2        72  -14.3  306.8   2.0   2.2   303  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        30        4434    584.3     -10.2        72  -14.3  306.8   2.0   2.2   302  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        32        4441    583.7     -10.2        70  -14.6  306.9   2.0   2.1   302  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        34        4447    583.3     -10.2        69  -14.8  307.0   1.9   2.1   302  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        36        4451    583.0     -10.2        69  -14.8  307.0   1.9   2.1   302  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        38        4456    582.6     -10.2        69  -14.8  307.1   1.9   2.1   302  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        40        4460    582.3     -10.3        70  -14.7  307.0   2.0   2.1   302  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        42        4466    581.8     -10.4        72  -14.5  307.0   2.0   2.1   302  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        44        4472    581.4     -10.4        72  -14.5  307.0   2.0   2.1   302  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        46        4475    581.1     -10.4        72  -14.5  307.1   2.0   2.1   302  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        48        4481    580.7     -10.4        70  -14.8  307.2   1.9   2.1   303  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        50        4485    580.4     -10.4        69  -15.0  307.2   1.9   2.1   303  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        52        4490    580.0     -10.4        68  -15.2  307.3   1.9   2.0   303  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        54        4496    579.6     -10.4        68  -15.2  307.3   1.9   2.0   304  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        56        4500    579.3     -10.4        67  -15.4  307.4   1.9   2.0   304  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   20        58        4505    578.9     -10.4        67  -15.4  307.4   1.9   2.0   304  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        0         4513    578.3     -10.4        66  -15.5  307.5   1.8   2.0   305  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        2         4517    578.0     -10.5        67  -15.5  307.4   1.8   2.0   305  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        4         4520    577.7     -10.5        66  -15.6  307.5   1.8   2.0   306  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        6         4526    577.3     -10.5        65  -15.8  307.6   1.8   1.9   307  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        8         4532    576.9     -10.5        65  -15.8  307.6   1.8   1.9   307  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        10        4537    576.5     -10.5        65  -15.8  307.7   1.8   1.9   308  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        12        4543    576.1     -10.6        65  -15.9  307.6   1.8   1.9   308  20     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        14        4549    575.6     -10.6        65  -15.9  307.7   1.8   1.9   309  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        16        4554    575.2     -10.6        65  -15.9  307.8   1.8   1.9   310  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        18        4560    574.8     -10.7        65  -16.0  307.7   1.8   1.9   310  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        20        4566    574.4     -10.6        65  -15.9  307.9   1.8   1.9   311  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        22        4571    573.9     -10.7        65  -16.0  307.8   1.8   1.9   312  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        24        4577    573.5     -10.8        64  -16.3  307.8   1.7   1.9   312  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        26        4582    573.1     -10.8        65  -16.1  307.8   1.7   1.9   313  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        28        4590    572.5     -10.9        67  -15.8  307.8   1.8   1.9   314  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        30        4596    572.1     -11.0        67  -15.9  307.8   1.8   1.9   314  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        32        4603    571.6     -11.0        67  -15.9  307.8   1.8   1.9   315  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        34        4611    571.0     -11.0        66  -16.1  307.9   1.7   1.9   316  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        36        4618    570.5     -11.0        65  -16.3  308.0   1.7   1.9   316  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        38        4624    570.0     -11.0        63  -16.7  308.1   1.7   1.8   317  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        40        4629    569.6     -11.0        63  -16.7  308.2   1.7   1.8   317  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        42        4635    569.2     -11.0        63  -16.7  308.2   1.7   1.8   318  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        44        4639    568.9     -11.1        63  -16.8  308.1   1.7   1.8   318  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        46        4646    568.4     -11.1        63  -16.8  308.2   1.7   1.8   318  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        48        4652    568.0     -11.1        63  -16.8  308.3   1.7   1.8   319  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        50        4659    567.4     -11.1        63  -16.8  308.4   1.7   1.8   319  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        52        4665    567.0     -11.0        63  -16.7  308.6   1.7   1.8   320  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        54        4671    566.6     -11.0        61  -17.1  308.6   1.6   1.8   320  19     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        56        4678    566.0     -11.0        59  -17.5  308.7   1.6   1.7   321  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   21        58        4684    565.6     -11.0        58  -17.7  308.8   1.5   1.7   321  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        0         4687    565.3     -11.0        57  -17.9  308.8   1.5   1.7   322  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        2         4693    564.9     -11.0        58  -17.7  308.9   1.5   1.7   323  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        4         4699    564.5     -11.1        58  -17.8  308.8   1.5   1.7   323  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        6         4704    564.1     -11.1        58  -17.8  308.9   1.5   1.7   324  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        8         4712    563.5     -11.1        59  -17.5  309.0   1.5   1.7   324  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        10        4717    563.1     -11.1        59  -17.5  309.1   1.5   1.7   325  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        12        4723    562.7     -11.1        59  -17.5  309.1   1.5   1.7   325  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        14        4729    562.3     -11.2        57  -18.1  309.1   1.5   1.6   325  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        16        4734    561.9     -11.2        57  -18.1  309.1   1.5   1.6   326  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        18        4740    561.5     -11.2        56  -18.3  309.2   1.5   1.6   326  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        20        4746    561.1     -11.1        56  -18.2  309.4   1.5   1.6   326  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        22        4753    560.5     -11.1        57  -18.0  309.5   1.5   1.7   326  18     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        24        4761    560.0     -11.0        56  -18.1  309.7   1.5   1.6   326  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        26        4764    559.7     -11.0        58  -17.7  309.7   1.5   1.7   326  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        28        4770    559.3     -11.0        57  -17.9  309.8   1.5   1.7   326  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        30        4776    558.9     -11.0        57  -17.9  309.8   1.5   1.7   326  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        32        4781    558.5     -11.0        57  -17.9  309.9   1.5   1.7   326  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        34        4787    558.1     -10.9        58  -17.6  310.1   1.5   1.7   327  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        36        4794    557.5     -11.0        59  -17.5  310.1   1.6   1.7   327  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        38        4798    557.2     -11.0        58  -17.7  310.1   1.5   1.7   327  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        40        4804    556.8     -11.1        58  -17.8  310.1   1.5   1.7   327  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        42        4811    556.3     -11.1        57  -18.0  310.1   1.5   1.7   328  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        44        4817    555.9     -11.1        56  -18.2  310.2   1.5   1.6   328  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        46        4822    555.5     -11.0        56  -18.1  310.4   1.5   1.7   328  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        48        4830    554.9     -11.1        56  -18.2  310.4   1.5   1.6   328  17     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        50        4834    554.7     -11.1        56  -18.2  310.4   1.5   1.6   329  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        52        4839    554.3     -11.1        56  -18.2  310.5   1.5   1.6   329  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        54        4845    553.9     -11.1        55  -18.4  310.5   1.4   1.6   329  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        56        4851    553.4     -11.1        57  -18.0  310.6   1.5   1.7   329  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   22        58        4856    553.0     -11.1        60  -17.3  310.7   1.6   1.8   330  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        0         4864    552.5     -11.2        61  -17.2  310.6   1.6   1.8   330  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        2         4871    552.0     -11.3        61  -17.3  310.6   1.6   1.8   330  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        4         4877    551.6     -11.3        59  -17.7  310.7   1.5   1.7   331  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        6         4882    551.2     -11.2        57  -18.1  310.8   1.5   1.7   331  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        8         4886    550.9     -11.2        56  -18.3  310.9   1.5   1.6   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        10        4894    550.3     -11.2        55  -18.5  311.0   1.4   1.6   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        12        4899    549.9     -11.2        54  -18.7  311.0   1.4   1.6   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        14        4905    549.5     -11.2        55  -18.5  311.1   1.4   1.6   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        16        4911    549.1     -11.3        55  -18.6  311.1   1.4   1.6   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        18        4916    548.7     -11.3        55  -18.6  311.1   1.4   1.6   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        20        4922    548.3     -11.3        53  -19.0  311.2   1.4   1.5   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        22        4927    547.9     -11.2        52  -19.1  311.4   1.4   1.5   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        24        4933    547.5     -11.2        51  -19.4  311.4   1.3   1.5   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        26        4941    547.0     -11.2        51  -19.4  311.5   1.3   1.5   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        28        4946    546.6     -11.2        51  -19.4  311.6   1.3   1.5   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        30        4952    546.2     -11.2        51  -19.4  311.7   1.3   1.5   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        32        4956    545.9     -11.2        50  -19.6  311.7   1.3   1.5   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        34        4961    545.5     -11.3        50  -19.7  311.6   1.3   1.5   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        36        4967    545.1     -11.3        49  -19.9  311.7   1.3   1.4   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        38        4974    544.6     -11.3        50  -19.7  311.8   1.3   1.5   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        40        4982    544.1     -11.4        49  -20.0  311.8   1.3   1.4   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        42        4989    543.5     -11.4        48  -20.3  311.9   1.2   1.4   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        44        4995    543.1     -11.5        48  -20.3  311.8   1.2   1.4   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        46        5000    542.7     -11.5        48  -20.3  311.9   1.2   1.4   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        48        5004    542.5     -11.6        48  -20.4  311.8   1.2   1.4   332  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        50        5012    541.9     -11.6        48  -20.4  311.9   1.2   1.4   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        52        5019    541.4     -11.6        48  -20.4  312.0   1.2   1.4   333  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        54        5025    541.0     -11.6        49  -20.2  312.0   1.2   1.4   334  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        56        5032    540.5     -11.7        49  -20.3  312.0   1.2   1.4   335  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   23        58        5038    540.1     -11.8        50  -20.1  311.9   1.2   1.4   335  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        0         5044    539.7     -11.8        49  -20.4  312.0   1.2   1.4   336  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        2         5051    539.2     -11.8        49  -20.4  312.1   1.2   1.4   337  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        4         5058    538.6     -11.8        50  -20.1  312.2   1.2   1.4   338  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        6         5064    538.3     -11.9        50  -20.2  312.1   1.2   1.4   338  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        8         5072    537.7     -11.9        50  -20.2  312.2   1.2   1.4   338  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        10        5077    537.3     -11.9        49  -20.5  312.3   1.2   1.4   339  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        12        5083    536.9     -12.0        49  -20.6  312.2   1.2   1.4   339  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        14        5090    536.4     -12.0        50  -20.3  312.3   1.2   1.4   339  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        16        5098    535.9     -12.1        50  -20.4  312.3   1.2   1.4   340  16     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        18        5103    535.5     -12.1        50  -20.4  312.3   1.2   1.4   340  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        20        5111    535.0     -12.1        49  -20.7  312.4   1.2   1.4   340  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        22        5118    534.5     -12.1        48  -20.9  312.5   1.2   1.4   340  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        24        5128    533.8     -12.2        48  -21.0  312.5   1.2   1.3   340  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        26        5133    533.4     -12.2        48  -21.0  312.6   1.2   1.3   341  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        28        5139    533.0     -12.3        48  -21.1  312.5   1.1   1.3   341  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        30        5144    532.6     -12.3        48  -21.1  312.6   1.1   1.3   341  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        32        5152    532.1     -12.4        48  -21.2  312.6   1.1   1.3   341  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        34        5159    531.6     -12.4        48  -21.2  312.6   1.1   1.3   341  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        36        5171    530.8     -12.5        47  -21.5  312.7   1.1   1.3   341  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        38        5176    530.4     -12.5        47  -21.5  312.7   1.1   1.3   341  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        40        5184    529.9     -12.6        47  -21.6  312.7   1.1   1.3   341  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        42        5191    529.4     -12.7        46  -21.9  312.7   1.1   1.2   340  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        44        5198    528.9     -12.7        45  -22.2  312.7   1.0   1.2   340  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        46        5206    528.4     -12.7        45  -22.2  312.8   1.0   1.2   339  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        48        5215    527.7     -12.8        45  -22.3  312.8   1.0   1.2   338  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        50        5223    527.2     -12.8        45  -22.3  312.9   1.0   1.2   338  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        52        5230    526.7     -12.9        45  -22.4  312.9   1.0   1.2   337  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        54        5238    526.2     -13.0        46  -22.2  312.8   1.0   1.2   336  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        56        5245    525.7     -13.0        46  -22.2  312.9   1.0   1.2   336  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   24        58        5252    525.1     -13.0        47  -22.0  313.0   1.1   1.3   335  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        0         5262    524.5     -13.1        47  -22.1  313.0   1.0   1.2   335  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        2         5267    524.1     -13.2        46  -22.4  313.0   1.0   1.2   334  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        4         5273    523.7     -13.2        47  -22.2  313.0   1.0   1.2   334  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        6         5278    523.4     -13.3        47  -22.3  313.0   1.0   1.2   334  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        8         5288    522.7     -13.3        47  -22.3  313.1   1.0   1.2   334  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        10        5297    522.1     -13.3        46  -22.5  313.2   1.0   1.2   333  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        12        5306    521.4     -13.4        46  -22.6  313.2   1.0   1.2   334  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        14        5312    521.1     -13.4        47  -22.3  313.2   1.0   1.2   334  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        16        5319    520.5     -13.5        48  -22.2  313.2   1.0   1.2   334  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        18        5325    520.2     -13.5        48  -22.2  313.3   1.0   1.2   334  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        20        5331    519.8     -13.6        48  -22.3  313.2   1.0   1.2   335  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        22        5338    519.3     -13.6        47  -22.5  313.3   1.0   1.2   335  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        24        5344    518.9     -13.7        47  -22.6  313.3   1.0   1.2   335  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        26        5349    518.5     -13.7        46  -22.9  313.3   1.0   1.2   336  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        28        5355    518.1     -13.8        46  -23.0  313.3   1.0   1.2   336  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        30        5360    517.8     -13.8        46  -23.0  313.3   1.0   1.2   336  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        32        5366    517.4     -13.8        46  -23.0  313.4   1.0   1.2   336  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        34        5373    516.9     -13.9        47  -22.8  313.4   1.0   1.2   337  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        36        5379    516.5     -13.9        46  -23.1  313.4   1.0   1.1   337  15     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        38        5382    516.2     -13.9        46  -23.1  313.5   1.0   1.1   337  14     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        40        5388    515.9     -14.0        46  -23.1  313.4   1.0   1.1   337  14     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   25        42        5394    515.5     -14.0        46  -23.1  313.5   1.0   1.1   337  14     
