# source: http://www.bco-dmo.org/dataset-deployment/453044
#  version: 06April2010 
#  PI: Minnett 
#  Radiosonde profiles of atmospheric temperature, humidity, wind speed and direction
# 
Filename    date_UTC  time_UTC  lat     lon     Hmax   Pmin   N     Id         Time_Min  Time_Sec  Height  Pressure  Temperature  RH  Dewp  PotTem  VapP  MixR  Dir  Speed  
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         0         3       1007.4    10.0         92  8.8   282.6   11.3  7.1   28   10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         2         9       1006.6    10.3         88  8.4   283.0   11.0  6.9   24   10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         4         15      1005.8    10.4         84  7.8   283.1   10.6  6.6   23   10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         6         25      1004.6    10.4         85  8.0   283.2   10.7  6.7   21   10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         8         36      1003.4    10.3         86  8.1   283.2   10.8  6.7   20   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         10        44      1002.4    10.3         86  8.1   283.3   10.8  6.7   19   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         12        52      1001.4    10.3         86  8.1   283.4   10.8  6.8   18   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         14        56      1000.9    10.3         86  8.1   283.4   10.8  6.8   17   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         16        60      1000.4    10.3         87  8.2   283.5   10.9  6.8   15   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         18        64      1000.0    10.3         87  8.2   283.5   10.9  6.8   14   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         20        70      999.2     10.3         87  8.2   283.6   10.9  6.8   13   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         22        74      998.7     10.2         87  8.1   283.5   10.8  6.8   12   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         24        80      998.0     10.2         87  8.1   283.6   10.8  6.8   11   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         26        86      997.3     10.2         87  8.1   283.6   10.8  6.8   10   11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         28        95      996.3     10.2         87  8.1   283.7   10.8  6.8   9    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         30        103     995.3     10.4         87  8.3   284.0   11.0  6.9   8    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         32        111     994.4     10.5         86  8.3   284.1   10.9  6.9   7    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         34        119     993.4     10.6         86  8.4   284.3   11.0  6.9   6    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         36        129     992.2     10.7         85  8.3   284.5   11.0  6.9   6    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         38        139     991.0     10.9         84  8.3   284.8   11.0  6.9   5    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         40        147     990.0     11.0         84  8.4   285.0   11.0  7.0   4    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         42        156     989.0     11.2         83  8.4   285.3   11.1  7.0   4    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         44        160     988.6     11.2         83  8.4   285.3   11.1  7.0   3    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         46        164     988.1     11.3         82  8.3   285.5   11.0  7.0   3    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         48        170     987.3     11.4         81  8.3   285.6   10.9  6.9   2    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         50        176     986.6     11.5         79  8.0   285.8   10.7  6.8   2    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         52        182     985.9     11.9         75  7.6   286.3   10.5  6.6   1    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         54        186     985.4     12.2         71  7.1   286.6   10.1  6.4   1    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         56        190     984.9     12.5         68  6.8   286.9   9.9   6.2   1    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   0         58        197     984.2     12.8         65  6.4   287.3   9.6   6.1   1    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         0         201     983.7     13.1         63  6.2   287.6   9.5   6.0   1    12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         2         205     983.3     13.2         62  6.1   287.8   9.4   6.0   1    11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         4         211     982.5     13.3         60  5.7   287.9   9.2   5.8   2    11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         6         217     981.8     13.4         58  5.3   288.1   8.9   5.7   2    11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         8         223     981.1     13.4         57  5.1   288.2   8.8   5.6   2    11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         10        229     980.4     13.6         54  4.5   288.4   8.4   5.3   3    11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         12        236     979.7     13.7         52  4.0   288.6   8.2   5.2   5    11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         14        248     978.2     13.9         50  3.7   288.9   8.0   5.1   6    10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         16        258     977.0     13.9         49  3.4   289.0   7.8   5.0   8    10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         18        266     976.1     13.9         49  3.4   289.1   7.8   5.0   9    10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         20        275     975.1     14.0         48  3.2   289.3   7.7   4.9   10   9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         22        281     974.4     14.0         48  3.2   289.3   7.7   4.9   11   9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         24        287     973.7     14.0         47  2.9   289.4   7.5   4.8   12   9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         26        291     973.2     14.0         47  2.9   289.4   7.5   4.8   12   9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         28        295     972.7     14.1         46  2.7   289.6   7.4   4.7   12   9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         30        299     972.3     14.1         45  2.4   289.6   7.2   4.6   12   8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         32        306     971.6     14.2         43  1.8   289.8   7.0   4.5   11   8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         34        312     970.9     14.3         43  1.9   289.9   7.0   4.5   10   8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         36        316     970.4     14.4         42  1.7   290.1   6.9   4.4   9    8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         38        322     969.7     14.6         40  1.2   290.3   6.7   4.3   8    8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         40        330     968.7     14.9         39  1.1   290.7   6.6   4.2   7    8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         42        337     968.0     15.2         37  0.6   291.1   6.4   4.1   5    7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         44        343     967.3     15.4         36  0.4   291.4   6.3   4.1   4    7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         46        347     966.8     15.6         35  0.2   291.6   6.2   4.0   3    7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         48        355     965.9     15.8         33  -0.4  291.9   5.9   3.8   2    7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         50        357     965.7     15.9         33  -0.3  292.0   6.0   3.8   1    7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         52        361     965.2     16.1         32  -0.6  292.2   5.9   3.8   360  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         54        368     964.5     16.3         32  -0.4  292.5   5.9   3.8   359  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         56        374     963.8     16.4         32  -0.3  292.7   6.0   3.8   357  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   1         58        378     963.3     16.4         32  -0.3  292.7   6.0   3.8   356  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         0         384     962.6     16.4         32  -0.3  292.8   6.0   3.9   355  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         2         388     962.1     16.5         32  -0.2  292.9   6.0   3.9   354  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         4         395     961.4     16.5         32  -0.2  293.0   6.0   3.9   352  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         6         401     960.7     16.5         32  -0.2  293.0   6.0   3.9   351  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         8         405     960.2     16.5         32  -0.2  293.1   6.0   3.9   349  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         10        411     959.5     16.5         33  0.2   293.1   6.2   4.0   348  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         12        417     958.8     16.4         33  0.1   293.1   6.2   4.0   346  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         14        421     958.4     16.4         33  0.1   293.1   6.2   4.0   345  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         16        428     957.7     16.4         33  0.1   293.2   6.2   4.0   343  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         18        432     957.2     16.4         33  0.1   293.2   6.2   4.0   342  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         20        436     956.7     16.3         33  0.0   293.2   6.1   4.0   341  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         22        442     956.0     16.3         33  0.0   293.3   6.1   4.0   339  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         24        448     955.3     16.3         33  0.0   293.3   6.1   4.0   338  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         26        455     954.6     16.3         33  0.0   293.4   6.1   4.0   337  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         28        459     954.2     16.3         33  0.0   293.4   6.1   4.0   336  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         30        463     953.7     16.2         33  -0.1  293.4   6.1   4.0   335  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         32        467     953.2     16.2         33  -0.1  293.4   6.1   4.0   333  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         34        471     952.8     16.2         33  -0.1  293.4   6.1   4.0   332  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         36        475     952.3     16.2         33  -0.1  293.5   6.1   4.0   331  7      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         38        482     951.6     16.1         33  -0.1  293.4   6.0   4.0   330  8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         40        488     950.9     16.1         33  -0.1  293.5   6.0   4.0   330  8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         42        492     950.4     16.1         33  -0.1  293.5   6.0   4.0   329  8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         44        498     949.8     16.1         33  -0.1  293.6   6.0   4.0   329  8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         46        504     949.1     16.0         33  -0.2  293.6   6.0   3.9   328  8      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         48        509     948.6     16.0         34  0.2   293.6   6.2   4.1   328  9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         50        515     947.9     15.9         34  0.1   293.6   6.2   4.0   328  9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         52        521     947.2     15.9         34  0.1   293.6   6.2   4.0   328  9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         54        527     946.5     15.9         34  0.1   293.7   6.2   4.0   328  9      
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         56        533     945.8     15.9         34  0.1   293.8   6.2   4.0   328  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   2         58        538     945.4     15.8         34  0.0   293.7   6.1   4.0   327  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         0         546     944.4     15.8         34  0.0   293.8   6.1   4.0   327  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         2         550     944.0     15.8         34  0.0   293.8   6.1   4.0   326  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         4         556     943.3     15.8         34  0.0   293.9   6.1   4.0   326  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         6         562     942.6     15.8         34  0.0   293.9   6.1   4.0   325  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         8         569     941.9     15.8         34  0.0   294.0   6.1   4.0   324  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         10        573     941.4     15.8         34  0.0   294.0   6.1   4.0   323  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         12        581     940.5     15.7         34  -0.1  294.0   6.1   4.0   322  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         14        585     940.1     15.7         34  -0.1  294.1   6.1   4.0   321  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         16        591     939.4     15.7         35  0.3   294.1   6.3   4.1   320  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         18        598     938.7     15.6         35  0.2   294.1   6.2   4.1   319  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         20        604     938.0     15.6         35  0.2   294.1   6.2   4.1   318  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         22        612     937.1     15.6         35  0.2   294.2   6.2   4.1   318  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         24        618     936.4     15.6         35  0.2   294.3   6.2   4.1   317  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         26        627     935.5     15.6         35  0.2   294.4   6.2   4.1   316  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         28        637     934.3     15.6         35  0.2   294.5   6.2   4.1   316  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         30        645     933.4     15.6         35  0.2   294.6   6.2   4.1   315  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         32        651     932.7     15.6         35  0.2   294.6   6.2   4.1   315  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         34        658     932.1     15.6         35  0.2   294.7   6.2   4.1   315  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         36        662     931.6     15.6         35  0.2   294.7   6.2   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         38        668     930.9     15.6         35  0.2   294.8   6.2   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         40        674     930.2     15.6         35  0.2   294.8   6.2   4.2   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         42        680     929.6     15.5         35  0.1   294.8   6.2   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         44        684     929.1     15.5         35  0.1   294.8   6.2   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         46        691     928.4     15.5         35  0.1   294.9   6.2   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         48        697     927.8     15.5         35  0.1   295.0   6.2   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         50        703     927.1     15.4         35  0.0   294.9   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         52        707     926.6     15.4         35  0.0   295.0   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         54        711     926.2     15.4         35  0.0   295.0   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         56        716     925.7     15.4         35  0.0   295.1   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   3         58        720     925.3     15.3         35  0.0   295.0   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         0         726     924.6     15.3         35  0.0   295.1   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         2         732     923.9     15.3         35  0.0   295.1   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         4         738     923.2     15.3         35  0.0   295.2   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         6         744     922.6     15.2         35  -0.1  295.1   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         8         751     921.9     15.2         35  -0.1  295.2   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         10        755     921.4     15.2         35  -0.1  295.2   6.1   4.1   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         12        763     920.5     15.1         35  -0.2  295.2   6.0   4.1   313  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         14        767     920.1     15.1         35  -0.2  295.3   6.0   4.1   313  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         16        773     919.4     15.1         35  -0.2  295.3   6.0   4.1   313  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         18        777     919.0     15.1         35  -0.2  295.4   6.0   4.1   313  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         20        784     918.3     15.1         35  -0.2  295.4   6.0   4.1   312  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         22        788     917.8     15.0         35  -0.3  295.4   6.0   4.0   312  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         24        796     916.9     15.0         35  -0.3  295.5   6.0   4.1   312  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         26        800     916.5     15.0         35  -0.3  295.5   6.0   4.1   312  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         28        806     915.8     15.0         36  0.1   295.6   6.1   4.2   311  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         30        813     915.2     14.9         36  0.0   295.5   6.1   4.2   311  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         32        821     914.3     14.9         36  0.0   295.6   6.1   4.2   311  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         34        827     913.6     14.9         36  0.0   295.7   6.1   4.2   311  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         36        833     912.9     14.8         36  -0.1  295.6   6.1   4.1   311  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         38        839     912.3     14.8         35  -0.5  295.7   5.9   4.0   311  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         40        846     911.6     14.8         36  -0.1  295.7   6.1   4.1   311  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         42        852     910.9     14.8         36  -0.1  295.8   6.1   4.1   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         44        858     910.3     14.8         36  -0.1  295.9   6.1   4.1   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         46        864     909.6     14.8         36  -0.1  295.9   6.1   4.1   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         48        870     908.9     14.8         36  -0.1  296.0   6.1   4.2   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         50        877     908.3     14.9         36  0.0   296.2   6.1   4.2   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         52        887     907.1     14.8         36  -0.1  296.2   6.1   4.2   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         54        897     906.0     14.8         36  -0.1  296.3   6.1   4.2   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         56        908     904.9     14.7         36  -0.2  296.3   6.0   4.1   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   4         58        918     903.8     14.7         36  -0.2  296.4   6.0   4.1   310  12     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         0         926     902.9     14.7         36  -0.2  296.5   6.0   4.2   311  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         2         938     901.6     14.6         35  -0.7  296.5   5.8   4.0   311  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         4         949     900.5     14.6         35  -0.7  296.6   5.8   4.0   312  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         6         957     899.6     14.6         34  -1.1  296.7   5.7   3.9   312  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         8         967     898.5     14.5         34  -1.1  296.7   5.6   3.9   313  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         10        976     897.7     14.5         34  -1.1  296.7   5.6   3.9   313  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         12        982     897.0     14.4         34  -1.2  296.7   5.6   3.9   314  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         14        992     895.9     14.3         33  -1.7  296.7   5.4   3.7   315  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         16        1002    894.8     14.3         33  -1.7  296.8   5.4   3.7   315  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         18        1013    893.7     14.2         33  -1.8  296.8   5.4   3.7   316  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         20        1021    892.9     14.1         34  -1.5  296.8   5.5   3.8   316  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         22        1027    892.2     14.1         33  -1.9  296.9   5.3   3.7   317  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         24        1035    891.3     14.0         31  -2.8  296.8   5.0   3.5   317  11     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         26        1041    890.7     14.0         31  -2.8  296.9   5.0   3.5   317  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         28        1048    890.0     13.9         32  -2.5  296.9   5.1   3.5   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         30        1056    889.2     13.8         32  -2.6  296.8   5.1   3.5   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         32        1062    888.5     13.8         32  -2.6  296.9   5.1   3.5   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         34        1066    888.1     13.7         32  -2.7  296.8   5.0   3.5   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         36        1074    887.2     13.6         31  -3.2  296.8   4.8   3.4   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         38        1080    886.6     13.6         31  -3.2  296.9   4.8   3.4   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         40        1087    885.9     13.6         32  -2.8  296.9   5.0   3.5   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         42        1097    884.8     13.5         31  -3.3  296.9   4.8   3.4   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         44        1105    884.0     13.4         31  -3.4  296.9   4.8   3.3   318  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         46        1113    883.1     13.3         31  -3.4  296.9   4.7   3.3   319  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         48        1122    882.2     13.3         31  -3.4  297.0   4.7   3.3   319  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         50        1126    881.8     13.2         31  -3.5  296.9   4.7   3.3   320  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         52        1132    881.2     13.1         31  -3.6  296.9   4.7   3.3   320  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         54        1138    880.5     13.1         31  -3.6  296.9   4.7   3.3   321  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         56        1144    879.9     13.0         32  -3.3  296.9   4.8   3.4   322  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   5         58        1152    879.0     12.9         32  -3.4  296.9   4.8   3.4   322  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         0         1158    878.4     12.9         32  -3.4  296.9   4.8   3.4   323  10     
040401a.rs  20040401  0611      -46.91  171.74  23.31  33.0   3596  12103809   6         2         1165    877.7     12.8         31  -3.9  296.9   4.6   3.2   323  10     
